client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,732,514,218,1697,363
1,789,574,215,1905,343
2,800,569,231,1866,371
3,788,573,215,1919,359
4,804,575,229,1915,396
5,809,574,235,1953,414
6,760,572,188,1795,302
7,768,573,195,1926,342
8,800,575,225,1976,389
9,717,512,205,1741,350
10,687,511,176,1655,297
11,721,511,210,1725,346
12,716,513,203,1755,347
13,687,511,176,1726,271
14,728,510,218,1653,372
