client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,545,545,0,1001,0
1,575,575,0,1070,0
2,544,544,0,903,0
3,544,544,0,1144,0
4,544,544,0,1070,0
5,544,544,0,990,0
6,544,544,0,1015,0
7,544,544,0,951,0
8,544,544,0,902,0
9,544,544,0,986,0
10,544,544,0,961,0
11,544,544,0,987,0
12,544,544,0,987,0
13,544,544,0,1096,0
14,544,544,0,973,0
