client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,1151,832,319,2783,541
1,1097,828,269,2680,429
2,1119,828,291,2732,496
3,1140,829,311,2736,492
4,1061,770,291,2512,498
5,1054,769,285,2595,477
6,1109,826,283,2742,476
7,1153,829,324,2807,559
8,1139,828,311,2744,513
9,1182,828,354,2766,561
