# model_name=pna_reverse_mp_with_port_and_ego
# seed=0
# started_at=20260328-092812
epoch,train_loss,val_loss,val_macro_minF1,val_macro_pr_auc,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1,val_deg-in_pr_auc,val_deg-out_pr_auc,val_fan-in_pr_auc,val_fan-out_pr_auc,val_C2_pr_auc,val_C3_pr_auc,val_C4_pr_auc,val_C5_pr_auc,val_C6_pr_auc,val_S-G_pr_auc,val_B-C_pr_auc
1,0.41637184127466753,0.28199219348607585,0.8215299898927862,0.8906459862535651,0.9758453965187073,0.990109384059906,0.9977290034294128,0.9964211583137512,0.9745182991027832,0.6890178322792053,0.7761969566345215,0.69124835729599,0.6344504952430725,0.632503092288971,0.6787899136543274,0.9996481537818909,0.998550295829773,0.9999492168426514,0.9999899864196777,0.9704370498657227,0.8637884855270386,0.8909474015235901,0.810034990310669,0.829410195350647,0.7118475437164307,0.7225025296211243
2,0.23197939473902807,0.2096061275806278,0.8743702389977195,0.9209079688245599,0.9971969127655029,0.9828833341598511,0.9960249662399292,0.9986785054206848,0.975578784942627,0.9650104641914368,0.8194117546081543,0.7538521885871887,0.7588028311729431,0.677129328250885,0.6935035586357117,0.9999817609786987,0.9994637966156006,0.9998384118080139,0.9999510049819946,0.978012204170227,0.9817800521850586,0.9540373086929321,0.8679644465446472,0.8671614527702332,0.7346415519714355,0.7471556663513184
3,0.20259824115782976,0.18582010344834998,0.8803648786111311,0.9230930642648176,0.99207603931427,0.9942418336868286,0.9979162812232971,0.9979249238967896,0.982677161693573,0.9743773341178894,0.9052044749259949,0.730164647102356,0.7316502928733826,0.6918328404426575,0.685947835445404,0.9999920129776001,0.9999667406082153,0.9997620582580566,0.9999478459358215,0.9911370277404785,0.9819201827049255,0.9747074246406555,0.8493464589118958,0.8613238334655762,0.7457597851753235,0.7501603364944458
4,0.19006749714026228,0.17388868960551918,0.8874614943157543,0.9283966855569319,0.9987776875495911,0.9982620477676392,0.9788340330123901,0.9910078644752502,0.9833803772926331,0.9795773029327393,0.9579389691352844,0.7481898665428162,0.7435957193374634,0.684537410736084,0.6979751586914062,0.9999902248382568,0.9999979734420776,0.9995900392532349,0.9999929666519165,0.98897784948349,0.9897109866142273,0.9870060682296753,0.8710095286369324,0.8660370707511902,0.748481035232544,0.7615697979927063
5,0.17523702522157691,0.17142670456087217,0.8868919123302806,0.930776758627458,0.9979057312011719,0.9994792342185974,0.992469847202301,0.9969845414161682,0.9849246144294739,0.983238160610199,0.9535709619522095,0.7596850991249084,0.7172354459762573,0.6786977052688599,0.6916196942329407,0.999967634677887,0.9999997615814209,0.9998042583465576,0.9999624490737915,0.9876856207847595,0.9872463345527649,0.9881239533424377,0.9050480127334595,0.8690793514251709,0.7485697269439697,0.7530572414398193
6,0.17322437005350366,0.16800118301762268,0.8990179787982594,0.9365285201506182,0.991726815700531,0.998784065246582,0.9973504543304443,0.997172474861145,0.9763386845588684,0.980950653553009,0.9566478133201599,0.8363151550292969,0.7728272676467896,0.6836518049240112,0.6974325776100159,0.9998761415481567,0.999998927116394,0.999769389629364,0.9999968409538269,0.9979945421218872,0.9886701107025146,0.9894691705703735,0.9287937879562378,0.8776119947433472,0.7648059129714966,0.7548269033432007
7,0.16651061209267937,0.15040352413780056,0.8931358077309348,0.9449593099680814,0.9840255379676819,0.9991317987442017,0.9990525245666504,0.9967966675758362,0.9775421023368835,0.9862475395202637,0.955734133720398,0.7212084531784058,0.6524024605751038,0.8554782867431641,0.6968743801116943,0.9999226927757263,0.9999948740005493,0.9999482035636902,0.9999995827674866,0.9902839660644531,0.9944287538528442,0.9891833066940308,0.8867659568786621,0.8587923049926758,0.9258440732955933,0.7493886947631836
8,0.14521341913496144,0.1348178323241882,0.9066127213564786,0.9492163820700212,0.9978998899459839,0.998784065246582,0.9962207078933716,0.997548520565033,0.9864736795425415,0.9878354668617249,0.962847888469696,0.739220917224884,0.706818699836731,0.9181801080703735,0.6809099912643433,0.9999335408210754,0.9999949932098389,0.9999392032623291,0.9999961256980896,0.9937719702720642,0.9897065162658691,0.9890913367271423,0.9025503396987915,0.8464019894599915,0.9646283984184265,0.755365788936615
9,0.13512773951515555,0.13159896607976407,0.9153620925816622,0.9519182714548978,0.9998252391815186,0.9966927766799927,0.9971628189086914,0.9998109340667725,0.9859064817428589,0.9839515089988708,0.9449267983436584,0.8054765462875366,0.7506768107414246,0.9164430499076843,0.6881100535392761,1.0,1.0,0.9999886155128479,1.0,0.9945652484893799,0.9888381958007812,0.989719569683075,0.9074828624725342,0.8708799481391907,0.9687009453773499,0.750925600528717
10,0.13022870043641888,0.12134267119108699,0.9183819835836237,0.9531174464659258,0.9959670305252075,0.9996529221534729,0.9979178309440613,0.997548520565033,0.9908314943313599,0.981444776058197,0.957126259803772,0.829351544380188,0.7394717931747437,0.9299547672271729,0.6829348802566528,0.9999825954437256,1.0,1.0,0.9999991655349731,0.9903725981712341,0.9897916913032532,0.9865533113479614,0.9349551796913147,0.8610793352127075,0.9765053987503052,0.7450526356697083
