timestamp_iso,parameter_values,n_runs,seeds,macro_mean_pct,deg-in_mean_pct,deg-out_mean_pct,fan-in_mean_pct,fan-out_mean_pct,C2_mean_pct,C3_mean_pct,C4_mean_pct,C5_mean_pct,C6_mean_pct,S-G_mean_pct,B-C_mean_pct,deg-in_std_pct,deg-out_std_pct,fan-in_std_pct,fan-out_std_pct,C2_std_pct,C3_std_pct,C4_std_pct,C5_std_pct,C6_std_pct,S-G_std_pct,B-C_std_pct,runtime
2025-11-16T19:14:28,"seed=0, num_layers=2, neighbors [10, 4], minority_class_weight=None",1,0,82.67,100.0,100.0,100.0,99.98,96.45,55.64,74.54,74.12,77.13,65.8,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:55:17
2025-11-19T12:36:39,"seed=0, num_layers=3, neighbors [15, 10, 5], minority_class_weight=None",1,0,86.9,99.89,99.91,99.94,100.0,95.54,95.01,76.86,75.67,79.17,67.84,66.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:23:50
