client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,1602,1602,0,4210,0
1,1663,1663,0,4647,0
2,1663,1663,0,4503,0
3,1663,1663,0,4442,0
4,1601,1601,0,4388,0
