client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,820,820,0,111,0
1,820,820,0,119,0
2,819,819,0,123,0
3,819,819,0,119,0
4,819,819,0,117,0
5,819,819,0,115,0
6,819,819,0,131,0
7,819,819,0,109,0
8,819,819,0,123,0
9,819,819,0,147,0
