# model_name=local_baseline_client_1
# seed=3
# started_at=20260423-101616
epoch,train_loss,val_loss,val_macro_minF1,val_macro_pr_auc,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1,val_deg-in_pr_auc,val_deg-out_pr_auc,val_fan-in_pr_auc,val_fan-out_pr_auc,val_C2_pr_auc,val_C3_pr_auc,val_C4_pr_auc,val_C5_pr_auc,val_C6_pr_auc,val_S-G_pr_auc,val_B-C_pr_auc
1,0.4293352091798977,0.4405007346776816,0.7419700649651614,0.7745775065638802,0.9170230627059937,0.9584837555885315,0.9316317439079285,0.9848484992980957,0.41944196820259094,0.6527131795883179,0.7370417714118958,0.6774941682815552,0.5543199181556702,0.6750223636627197,0.6536502838134766,0.9884611964225769,0.9860364198684692,0.9984449744224548,0.9999963045120239,0.43074831366539,0.7030037641525269,0.8001821637153625,0.6769990921020508,0.5886074900627136,0.6800816059112549,0.6677912473678589
2,0.37877176632257215,0.38772670263510484,0.7621460827914152,0.807531327009201,0.9588015079498291,0.9558823108673096,1.0,1.0,0.44199997186660767,0.6661677360534668,0.7412399053573608,0.7080948352813721,0.6232023239135742,0.655705988407135,0.6325123310089111,0.9945911765098572,0.9944565892219543,1.0,1.0,0.4414077699184418,0.7170743942260742,0.8432552814483643,0.7837304472923279,0.731955349445343,0.6894978880882263,0.6868757009506226
3,0.3606729414425835,0.3765883309841156,0.7642329091375525,0.8202994194897738,0.9578256607055664,0.9568411111831665,1.0,1.0,0.4450261890888214,0.6505016684532166,0.7536064386367798,0.7009993195533752,0.649949848651886,0.6609523892402649,0.630859375,0.9971023797988892,0.995867133140564,1.0,1.0,0.42666512727737427,0.7152360677719116,0.8502466678619385,0.8268789052963257,0.8195653557777405,0.7047768235206604,0.6869551539421082
4,0.34724084440828945,0.3702945424593412,0.776751694354144,0.8251478184353221,0.9741697311401367,0.9643493890762329,0.9990224838256836,0.9904762506484985,0.44177451729774475,0.6758810877799988,0.7207743525505066,0.731517493724823,0.7224999666213989,0.6742857098579407,0.6495176553726196,0.9975020289421082,0.9948991537094116,1.0,1.0,0.46233826875686646,0.7151772379875183,0.8498809337615967,0.8361154198646545,0.8318611979484558,0.7141590714454651,0.674692690372467
5,0.32371593977795354,0.34925158209067125,0.7861137796532024,0.8284641070799394,0.9770009517669678,0.9644484519958496,0.9951314330101013,1.0,0.4442429840564728,0.6849123239517212,0.7457627058029175,0.7468719482421875,0.7408344149589539,0.684385359287262,0.663661003112793,0.9997038245201111,0.9977191090583801,1.0,1.0,0.43795931339263916,0.7225525379180908,0.855026125907898,0.8397390842437744,0.8375046253204346,0.7243196964263916,0.6985808610916138
6,0.3532651085741952,0.38445211331660933,0.7523927769877694,0.8262677653269335,0.9655813574790955,0.9588289260864258,1.0,0.9980732202529907,0.4693877398967743,0.5799793601036072,0.7310420274734497,0.6549864411354065,0.5539215803146362,0.6960514783859253,0.6684684157371521,0.9986127018928528,0.9930360317230225,1.0,0.9999963045120239,0.4795728027820587,0.7157489657402039,0.8454985022544861,0.8130120635032654,0.8071704506874084,0.7432640790939331,0.6930335164070129
7,0.30701541424799367,0.34054417577156654,0.7871840650385077,0.831534434448589,0.9918552041053772,0.9793721437454224,0.998046875,0.9971181750297546,0.46488624811172485,0.671480119228363,0.7207602262496948,0.7516524791717529,0.7204968929290771,0.6868131756782532,0.6765431761741638,0.9997355937957764,0.998765230178833,0.9999923706054688,0.9999926090240479,0.46120643615722656,0.7204501032829285,0.8475933074951172,0.8441415429115295,0.8296158313751221,0.7417407631874084,0.7036449909210205
8,0.3026926274202308,0.34363686455213105,0.7867102135311473,0.8310532976280559,0.9901167750358582,0.9902395606040955,0.9893514513969421,0.9895337820053101,0.45454543828964233,0.6886858940124512,0.7219368815422058,0.7377358675003052,0.7223650217056274,0.6882299780845642,0.6810716986656189,0.9996379017829895,0.9991459846496582,1.0,0.9999522566795349,0.4773140251636505,0.7194297909736633,0.8489491939544678,0.8307125568389893,0.8159427046775818,0.7431145310401917,0.7073873281478882
9,0.33775659003893155,0.3890624219087454,0.753698321906003,0.8305286006494002,0.9665427803993225,0.9616087675094604,0.9990205764770508,0.9932236671447754,0.41955190896987915,0.6044176816940308,0.7287065982818604,0.664383590221405,0.5839793086051941,0.6910017132759094,0.678244948387146,0.9967523217201233,0.9967685341835022,1.0,0.9999740719795227,0.49399054050445557,0.7209298610687256,0.8380560874938965,0.8225593566894531,0.805626630783081,0.7455442547798157,0.7156129479408264
10,0.31706218276561954,0.3575873309465555,0.7768031656742096,0.8445578054948286,0.9779412150382996,0.9765766263008118,0.998046875,0.9990394115447998,0.4968944489955902,0.6666666269302368,0.7636364102363586,0.7054139971733093,0.6251217126846313,0.6852917075157166,0.6502057909965515,0.9995208978652954,0.999097466468811,1.0,1.0,0.6016451120376587,0.7536773085594177,0.8656617999076843,0.8217871785163879,0.8146136999130249,0.7352647185325623,0.698867678642273
