client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,514,514,0,1334,0
1,575,575,0,1562,0
2,575,575,0,1495,0
3,575,575,0,1560,0
4,575,575,0,1519,0
5,575,575,0,1539,0
6,575,575,0,1493,0
7,575,575,0,1584,0
8,575,575,0,1587,0
9,513,513,0,1391,0
10,513,513,0,1358,0
11,513,513,0,1379,0
12,513,513,0,1408,0
13,513,513,0,1455,0
14,513,513,0,1281,0
