# model_name=pna_reverse_mp_with_ego
# seed=0
# started_at=20251110-183923
epoch,train_loss,val_loss,val_macro_minF1,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1
1,0.3400468796608038,0.2914100958732888,0.7680317082188346,0.9979079961776733,0.9994792342185974,0.9574545621871948,0.9570909142494202,0.3580397069454193,0.6037129163742065,0.7658448219299316,0.7279056310653687,0.7432354688644409,0.6756449341773987,0.6620326042175293
2,0.2852523245383054,0.38262109784409404,0.7206916998733174,0.9991257190704346,0.8108776211738586,0.9594992399215698,0.8169381022453308,0.39590007066726685,0.46085324883461,0.7528344988822937,0.7131532430648804,0.7320902943611145,0.6798623204231262,0.6064743399620056
3,0.2587630516500212,0.3864413689589128,0.7250573445450176,0.9978991150856018,0.9088864326477051,0.9575445652008057,0.8809088468551636,0.41572409868240356,0.38936224579811096,0.7305982112884521,0.7087273001670837,0.676701545715332,0.6635052561759949,0.64577317237854
4,0.24873090028995648,0.5653161435620859,0.6637182249264284,0.946244478225708,0.8626677393913269,0.9063684940338135,0.8252111077308655,0.3802134096622467,0.2282608598470688,0.7161563038825989,0.6532860994338989,0.620540976524353,0.6217724084854126,0.5401785969734192
5,0.24411846336442977,0.6752745797857642,0.5512836318124424,0.8075000047683716,0.9987845420837402,0.7218479514122009,0.9583027958869934,0.4182889759540558,0.056042030453681946,0.6689972877502441,0.574508547782898,0.4689389169216156,0.13490363955497742,0.25600525736808777
6,0.24343892256729305,0.5500614801421762,0.688948167995973,0.9861848950386047,0.9996529221534729,0.9343346357345581,0.9584245085716248,0.3839843273162842,0.25337734818458557,0.7076605558395386,0.6471260190010071,0.6211922764778137,0.5302879810333252,0.5562043786048889
7,0.24217299988958985,0.41487336135469377,0.719681138342077,0.9968465566635132,0.9977489113807678,0.9548001885414124,0.9590282440185547,0.4265243113040924,0.30712249875068665,0.7230632305145264,0.6733750104904175,0.6427121758460999,0.6164747476577759,0.6187966465950012
8,0.23987696541007608,0.4298018767731264,0.6925797299905256,0.9980745911598206,0.9927184581756592,0.9506726861000061,0.9565216898918152,0.42313119769096375,0.2679256498813629,0.7106325626373291,0.6489036679267883,0.6059818267822266,0.5186732411384583,0.5451414585113525
9,0.24045106559060514,0.4393488497007638,0.7075451612472534,0.9605956077575684,0.9952970147132874,0.8926229476928711,0.9554281234741211,0.4152507185935974,0.36392831802368164,0.7231430411338806,0.6697573065757751,0.623695969581604,0.6513410210609436,0.5319367051124573
10,0.23887228360399604,0.48325230728369206,0.6678139919584448,0.9784044027328491,0.9998264312744141,0.9175955653190613,0.958446741104126,0.3858267664909363,0.21524104475975037,0.7210469245910645,0.6463506817817688,0.6579318642616272,0.4338444173336029,0.431439071893692
11,0.23759573855204508,0.8337368177017197,0.5561147945171053,0.9485672116279602,0.9134778380393982,0.8333333134651184,0.8404232263565063,0.40496960282325745,0.0546027310192585,0.6650308966636658,0.5494592189788818,0.45555418729782104,0.17551162838935852,0.27633288502693176
12,0.23706625163322315,0.4955738045973703,0.6612284711816094,0.954138457775116,0.9982680678367615,0.8780995607376099,0.9576393961906433,0.4312032163143158,0.16260163486003876,0.6978135108947754,0.6216798424720764,0.5820466876029968,0.3916495144367218,0.598373293876648
13,0.23652971506817266,0.5451307795010507,0.6384754384105856,0.9710587859153748,0.9871726632118225,0.8463693857192993,0.9466742277145386,0.4128686487674713,0.23055975139141083,0.6791452765464783,0.6120153069496155,0.547717809677124,0.39272311329841614,0.39692485332489014
14,0.23472077655605972,0.6812977466033772,0.5745693248781291,0.9288922548294067,0.9236227869987488,0.75335693359375,0.8798514008522034,0.4001021385192871,0.09527050703763962,0.6738060712814331,0.5816631317138672,0.533393383026123,0.4187912046909332,0.13151276111602783
15,0.2349993358948268,0.4188165942905471,0.6943315809423273,0.9972115755081177,0.9963433146476746,0.9280093908309937,0.9620766043663025,0.42621415853500366,0.38653233647346497,0.7282662391662598,0.685054361820221,0.6710852980613708,0.5221878290176392,0.33466628193855286
16,0.23302071576472372,0.5010316258994862,0.632443674586036,0.9827616810798645,0.9893038868904114,0.7377714514732361,0.9496891498565674,0.396847128868103,0.1406404674053192,0.6971875429153442,0.6344563364982605,0.6158880591392517,0.5612610578536987,0.2510736584663391
17,0.23168495495337993,0.43821177701465786,0.6749596270647916,0.9904762506484985,0.9567420482635498,0.6981781721115112,0.8839120268821716,0.397269606590271,0.4627634286880493,0.7488583922386169,0.7208738327026367,0.7277472019195557,0.46531713008880615,0.3724178075790405
18,0.23160453629679978,0.4534024365711957,0.663550775159489,0.9957894682884216,0.9918923377990723,0.7251263856887817,0.9590834379196167,0.4064587950706482,0.3772375285625458,0.7425023913383484,0.7015430331230164,0.6815811991691589,0.5148261189460754,0.20301783084869385
19,0.23247091530356556,0.455038805026561,0.6601343778046694,0.9942377805709839,0.9252284169197083,0.7940909266471863,0.8697478771209717,0.43766486644744873,0.30694207549095154,0.7239819169044495,0.6815476417541504,0.6570733189582825,0.46697473526000977,0.4039885997772217
20,0.2295117509784177,0.4625576230464503,0.639819241382859,0.9922671318054199,0.9998264312744141,0.7417281866073608,0.9612656831741333,0.4221057593822479,0.34176158905029297,0.7235636711120605,0.6639623045921326,0.6131740808486938,0.343577116727829,0.2347797006368637
21,0.2317626213771291,0.5573324498254806,0.5812549861994657,0.9954385757446289,0.9901891946792603,0.5507007241249084,0.9557656049728394,0.4289945363998413,0.12021490931510925,0.6882805824279785,0.6396996378898621,0.6280452609062195,0.167077898979187,0.22939792275428772
22,0.23060687957331538,0.5015269671566784,0.610079896720973,0.9942054152488708,0.9993055462837219,0.6508058309555054,0.9620022177696228,0.4307636618614197,0.1856459528207779,0.6890080571174622,0.6374318599700928,0.5845378041267395,0.31562402844429016,0.2615484893321991
23,0.22912956605432555,0.5633481460390612,0.67077076299624,0.980803370475769,0.9979152083396912,0.6060766577720642,0.9610486030578613,0.39150533080101013,0.3476112186908722,0.7516377568244934,0.7106382846832275,0.7252622842788696,0.6849554181098938,0.2210242599248886
24,0.228407071554102,0.5352213915903121,0.6435491930354725,0.9905461668968201,0.9875285625457764,0.658015251159668,0.8777940273284912,0.4248962700366974,0.23666462302207947,0.7207436561584473,0.6767119765281677,0.6467258930206299,0.6051327586174011,0.2542819380760193
25,0.22758250933839008,0.6020363635616377,0.5638402490453287,0.9922535419464111,0.7867817282676697,0.7611240744590759,0.6590736508369446,0.40802791714668274,0.06474068760871887,0.6858517527580261,0.5976253747940063,0.5501072406768799,0.6023657917976379,0.09429097920656204
26,0.22744056984083727,0.5092125879600644,0.5884104953570799,0.9977236986160278,0.9095724821090698,0.8020762205123901,0.6676713824272156,0.37970253825187683,0.026372060179710388,0.6857293844223022,0.6124660968780518,0.6305136680603027,0.5009306073188782,0.25975731015205383
27,0.2290760027244687,0.44956352072767913,0.6657018295743249,0.9809768795967102,0.9423458576202393,0.8371689319610596,0.7414934039115906,0.43807271122932434,0.24706943333148956,0.7381965517997742,0.7195101976394653,0.717734694480896,0.6696237921714783,0.29052767157554626
28,0.2278678160510026,0.4105880158022046,0.6385336911136453,0.9904729127883911,0.9614984393119812,0.8554863929748535,0.6107470393180847,0.3722132742404938,0.26706230640411377,0.7349027395248413,0.6939875483512878,0.7074988484382629,0.6149400472640991,0.21506105363368988
29,0.2257419151137583,0.6059450778411701,0.6090319684960626,0.9888712167739868,0.9576143026351929,0.5929085612297058,0.8928058743476868,0.43382027745246887,0.22174447774887085,0.6987416744232178,0.6553423404693604,0.6197718381881714,0.4525587856769562,0.18517230451107025
30,0.22580636444035918,0.46708156424574554,0.6557321507822383,0.9959769248962402,0.9927461743354797,0.9199112057685852,0.8949846029281616,0.4208037555217743,0.15490196645259857,0.7011547088623047,0.6523333787918091,0.6432365775108337,0.3466172218322754,0.4903871417045593
