client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,481,481,0,1296,0
1,480,480,0,1380,0
2,559,559,0,1662,0
3,558,558,0,1662,0
4,554,554,0,1579,0
5,548,548,0,1627,0
6,545,545,0,1663,0
7,576,576,0,1658,0
8,544,544,0,1595,0
9,575,575,0,1674,0
10,538,538,0,1530,0
11,537,537,0,1468,0
12,569,569,0,1650,0
13,566,566,0,1572,0
14,562,562,0,1601,0
