timestamp_iso,model,n_runs,seeds,macro_mean_prauc,deg-in_mean_prauc,deg-out_mean_prauc,fan-in_mean_prauc,fan-out_mean_prauc,C2_mean_prauc,C3_mean_prauc,C4_mean_prauc,C5_mean_prauc,C6_mean_prauc,S-G_mean_prauc,B-C_mean_prauc,deg-in_std_prauc,deg-out_std_prauc,fan-in_std_prauc,fan-out_std_prauc,C2_std_prauc,C3_std_prauc,C4_std_prauc,C5_std_prauc,C6_std_prauc,S-G_std_prauc,B-C_std_prauc,runtime
2026-06-02T19:25:48,"Layer-wise exchange (local, no FedAvg) + bwd coupling (live cache + combined backward) | partition_strategy=louvain, num_clients=15, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260602_182251",2,"0,1",81.37,99.21,99.07,99.98,99.97,43.76,64.3,83.54,81.91,82.95,69.6,70.78,0.06,0.04,0.02,0.02,0.27,0.2,0.03,0.07,0.34,0.06,0.34,01:02:57
2026-06-03T11:15:24,"Layer-wise exchange (local, no FedAvg) + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=15, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260603_094132",2,"0,1",80.37,99.18,99.16,99.95,99.98,41.91,62.66,80.96,80.12,80.11,68.94,71.06,0.13,0.01,0.02,0.01,0.17,0.06,0.06,0.49,0.66,0.09,0.03,01:33:52
