timestamp_iso,model,n_runs,seeds,macro_mean_prauc,deg-in_mean_prauc,deg-out_mean_prauc,fan-in_mean_prauc,fan-out_mean_prauc,C2_mean_prauc,C3_mean_prauc,C4_mean_prauc,C5_mean_prauc,C6_mean_prauc,S-G_mean_prauc,B-C_mean_prauc,deg-in_std_prauc,deg-out_std_prauc,fan-in_std_prauc,fan-out_std_prauc,C2_std_prauc,C3_std_prauc,C4_std_prauc,C5_std_prauc,C6_std_prauc,S-G_std_prauc,B-C_std_prauc,runtime
2026-05-31T20:01:46,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=10, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260531_181508",2,"0,1",90.64,100.0,100.0,100.0,100.0,95.86,92.67,90.5,83.1,85.41,74.92,74.53,0.0,0.0,0.0,0.0,0.16,0.46,1.19,0.2,0.22,0.16,0.51,01:46:38
2026-05-31T19:15:28,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=louvain, num_clients=15, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260531_162115",2,"0,1",90.3,100.0,100.0,100.0,100.0,97.02,90.77,86.58,84.53,87.72,74.57,72.08,0.0,0.0,0.0,0.0,0.08,0.58,0.74,0.29,0.37,0.26,0.54,02:54:13
2026-05-31T21:08:55,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=louvain, num_clients=10, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260531_182901",2,"0,1",91.43,100.0,100.0,100.0,100.0,97.09,94.41,93.26,82.69,85.46,78.96,73.82,0.0,0.0,0.0,0.0,0.27,0.03,0.4,0.15,0.28,1.56,0.3,02:39:542026-06-01T01:48:59,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=15, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260531_234054",2,"0,1",89.68,100.0,100.0,100.0,100.0,96.08,89.3,85.87,83.66,86.81,72.72,72.03,0.0,0.0,0.0,0.0,1.41,0.41,1.68,1.29,0.92,0.35,0.13,02:08:06
2026-06-01T02:09:55,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=5, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260601_003043",2,"0,1",93.8,100.0,100.0,100.0,100.0,98.68,95.77,95.59,81.78,84.48,91.74,83.81,0.0,0.0,0.0,0.0,0.27,0.02,0.15,0.32,0.43,0.13,7.31,01:39:12
2026-06-01T12:12:33,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=15, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260601_100454",2,"0,1",89.29,100.0,100.0,100.0,100.0,94.84,87.79,84.55,83.05,86.13,73.87,72.01,0.0,0.0,0.0,0.0,0.16,0.13,0.24,0.31,0.15,0.24,0.14,02:07:39
2026-06-01T14:35:23,"Layer-wise exchange + FedAvg + bwd coupling (live cache + combined backward) | partition_strategy=metis, num_clients=3, cross_edges=True, local_labels=False, global_epochs=100, local_epochs=1, use_port_ids=True, use_ego_ids=True, num_layers=6, neighbors_per_hop=[10, 10, 10, 10, 5, 5], batch_size=32, lr=0.001, seeds=[0, 1], run_id=20260601_125154",2,"0,1",95.63,100.0,100.0,100.0,100.0,99.27,97.34,96.13,83.32,86.19,94.89,94.81,0.0,0.0,0.0,0.0,0.05,0.03,0.02,0.16,0.03,0.19,0.27,01:43:29
