client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,3176,1626,1550,6660,3337
1,3340,1663,1677,6785,3594
2,3133,1622,1511,6459,3112
3,3241,1626,1615,6450,3245
4,3054,1630,1424,6397,3062
