client,num_clients,train_cycle2,val_cycle2,test_cycle2,train_val_shift,train_test_shift,val_test_shift
0,5,20.110024511814117,17.81996339559555,19.755351543426514,2.290061116218567,0.35467296838760376,1.9353881478309631
1,5,19.263803958892822,20.244649052619934,20.232273638248444,0.9808450937271118,0.9684696793556213,0.012375414371490479
2,5,19.63302791118622,19.55990195274353,18.788249790668488,0.07312595844268799,0.8447781205177307,0.7716521620750427
3,5,19.522643089294434,18.84944885969162,18.60465109348297,0.6731942296028137,0.9179919958114624,0.24479776620864868
4,5,19.17892098426819,19.509202241897583,19.388379156589508,0.33028125762939453,0.20945817232131958,0.12082308530807495
