clients,mean_train_cycle2,mean_val_cycle2,mean_test_cycle2,std_train_cycle2,std_val_cycle2,std_test_cycle2,max_test_cycle2,min_test_cycle2,mean_train_val_shift,mean_train_test_shift,mean_val_test_shift
3,19.542614618937176,19.196582833925884,19.354128340880077,0.5626265110456541,0.6770589817285639,0.25665477968824224,19.63302791118622,19.12788599729538,0.9623020887374878,0.6090377767880758,0.35326431194941205
5,19.541684091091156,19.196633100509644,19.353781044483185,0.36760424595920743,0.9142972077680213,0.6736516931638585,20.232273638248444,18.60465109348297,0.869501531124115,0.6590741872787476,0.617007315158844
10,19.54140231013298,19.197365641593933,19.355200976133347,1.5557227743873454,0.8785854664762947,0.736877126046726,20.63882052898407,18.315018713474274,1.1837954819202423,1.3927707076072693,1.1835233867168427
15,19.54248348871867,19.195956190427143,19.35287356376648,1.758267019460938,2.3691165783925485,2.420803255262011,24.358974397182465,16.146789491176605,2.3977931340535483,2.498727043469747,2.541489601135254
