client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,1175,829,346,2769,596
1,1131,829,302,2743,525
2,1085,831,254,2657,451
3,1189,828,361,2922,664
4,1103,826,277,2675,477
5,1044,768,276,2560,449
6,1070,767,303,2562,540
7,1183,830,353,2837,658
8,1179,831,348,2744,568
9,1145,828,317,2839,536
