client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,541,496,45,1553,57
1,543,499,44,1540,80
2,547,504,43,1489,60
3,541,495,46,1490,70
4,549,498,51,1542,79
5,544,494,50,1593,71
6,546,499,47,1516,62
7,540,499,41,1544,56
8,518,497,21,1531,29
9,678,610,68,1909,89
10,666,607,59,1858,94
11,668,607,61,1764,96
12,698,628,70,2018,104
13,687,616,71,1918,96
14,661,618,43,1862,59
