# model_name=local_baseline_client_0
# seed=1
# started_at=20260318-145707
epoch,train_loss,val_loss,val_macro_minF1,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1
1,0.584864141085209,0.5976143407297658,0.6356680962172422,0.7965368032455444,0.9395604133605957,0.9942857027053833,0.9970149397850037,0.3405405580997467,0.4873417615890503,0.6678966283798218,0.4982699155807495,0.0,0.6284152865409851,0.6424870491027832
2,0.4321491530526689,0.45528202866896605,0.7275121184912595,0.9679144620895386,0.9470751881599426,0.9830508232116699,1.0,0.44015440344810486,0.5721518993377686,0.696864128112793,0.5979381203651428,0.4948453903198242,0.6376021504402161,0.6650367379188538
3,0.4133142095345717,0.42932939191004293,0.7308488054709001,0.9560440182685852,0.9515669345855713,0.9971346855163574,1.0,0.5714285969734192,0.4475524425506592,0.7160120606422424,0.5962264537811279,0.5150811672210693,0.6306818127632141,0.657608687877655
4,0.41278444192348385,0.42875575189625387,0.7207000282677737,0.9329896569252014,0.9067357182502747,0.9720669984817505,0.9597700834274292,0.45382586121559143,0.5893719792366028,0.6584362387657166,0.6063829660415649,0.5539358258247375,0.6483516693115234,0.6458333134651184
5,0.3564845074664105,0.3703746772729434,0.7715246406468478,0.9560440182685852,0.9548022150993347,1.0,1.0,0.77625572681427,0.5691489577293396,0.7150083780288696,0.6781116127967834,0.5400000214576721,0.632478654384613,0.6649214625358582
6,0.35905639832709735,0.3726785080336826,0.7658258243040605,0.9560440182685852,0.9515669345855713,0.991304337978363,1.0,0.7555555701255798,0.5662338137626648,0.7108238935470581,0.6405959129333496,0.5598194003105164,0.6306818127632141,0.6614583730697632
7,0.36697957645624113,0.3703975112010271,0.7689063061367382,0.964383602142334,0.9470751881599426,1.0,0.9970149397850037,0.646616518497467,0.6189554929733276,0.7352941036224365,0.6756756901741028,0.5577890276908875,0.6556473970413208,0.6595174074172974
8,0.3224093322352175,0.33846296539236775,0.7933340614492242,0.9560440182685852,0.9606741666793823,0.9971346855163574,1.0,0.8539325594902039,0.5989583730697632,0.7478260397911072,0.6916300058364868,0.6178010702133179,0.6497175097465515,0.6529562473297119
