client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,1861,1725,136,5394,182
1,1729,1618,111,5032,158
2,1714,1606,108,4801,177
3,1748,1603,145,4808,218
4,1782,1615,167,5030,243
