client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,807,742,65,2311,94
1,961,873,88,2639,155
2,933,861,72,2619,107
3,923,858,65,2601,81
4,969,869,100,2781,138
5,945,855,90,2559,131
6,787,744,43,2230,53
7,802,743,59,2361,82
8,964,884,80,2723,114
9,807,738,69,2282,105
