# model_name=local_baseline_client_1
# seed=1
# started_at=20260611-125615
epoch,train_loss,val_loss,val_macro_minF1,val_macro_pr_auc,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1,val_deg-in_pr_auc,val_deg-out_pr_auc,val_fan-in_pr_auc,val_fan-out_pr_auc,val_C2_pr_auc,val_C3_pr_auc,val_C4_pr_auc,val_C5_pr_auc,val_C6_pr_auc,val_S-G_pr_auc,val_B-C_pr_auc
1,0.6770501671178615,0.6722094076839614,0.598353540355509,0.6466088782657277,0.6864784359931946,0.694703996181488,0.657616913318634,0.6646661162376404,0.409791499376297,0.5522827506065369,0.6607877612113953,0.5969924926757812,0.5172982215881348,0.6016128659248352,0.5396578907966614,0.8173855543136597,0.8290156722068787,0.814659595489502,0.8009990453720093,0.39921221137046814,0.5237851738929749,0.7191562652587891,0.5518242120742798,0.44323286414146423,0.6296586990356445,0.583768367767334
2,0.6632844321855349,0.6559144921569457,0.6049821295521476,0.65433915365826,0.6977124214172363,0.7010824084281921,0.6728032827377319,0.69398432970047,0.4197531044483185,0.5550035834312439,0.6573341488838196,0.5980755090713501,0.5202702879905701,0.5899843573570251,0.548799991607666,0.8214392066001892,0.817456066608429,0.8080854415893555,0.8214733600616455,0.39827901124954224,0.532209575176239,0.7089586853981018,0.576557993888855,0.47317859530448914,0.6366827487945557,0.603410005569458
3,0.6407686989850763,0.6467017291255981,0.6112323647195642,0.6627271229570563,0.6933128833770752,0.7166521549224854,0.6709470152854919,0.7174721360206604,0.4059753715991974,0.5577746033668518,0.6698225140571594,0.5975708961486816,0.542180061340332,0.5935280323028564,0.5583203434944153,0.8227286338806152,0.8454644083976746,0.8147338628768921,0.8417235016822815,0.40781959891319275,0.5403621792793274,0.7153781056404114,0.5860946178436279,0.4968521296977997,0.6274245381355286,0.5914167761802673
4,0.6396361936737239,0.6605830542738725,0.5957623069936578,0.6583926623517816,0.7094861268997192,0.7076922655105591,0.7033898234367371,0.6925995945930481,0.4276048541069031,0.5117647051811218,0.5755504965782166,0.6208178997039795,0.505923330783844,0.5819265246391296,0.5166297554969788,0.826795220375061,0.8296123147010803,0.8181020021438599,0.8228289484977722,0.40494078397750854,0.5509986877441406,0.7260478138923645,0.5584869384765625,0.4665292501449585,0.6415502429008484,0.5964270830154419
5,0.6417767300135532,0.6884383813702623,0.6062191047451713,0.6572435010563243,0.6791366338729858,0.7146973609924316,0.6557376980781555,0.7069486975669861,0.40645161271095276,0.5551699995994568,0.670937716960907,0.6216423511505127,0.5216606855392456,0.5926986336708069,0.5433287620544434,0.800274133682251,0.8288936614990234,0.799578845500946,0.821611225605011,0.4393569529056549,0.5466166138648987,0.7270153164863586,0.561799168586731,0.46492794156074524,0.6367869973182678,0.6028176546096802
6,0.6300731471197044,0.6604169096777543,0.6007125079631805,0.6558773084120317,0.6914286017417908,0.6726014018058777,0.6857143044471741,0.6745689511299133,0.4319600760936737,0.5185873508453369,0.6376613974571228,0.6311419010162354,0.5229284167289734,0.572844386100769,0.5684008002281189,0.812775194644928,0.7957277894020081,0.8036640882492065,0.7904753088951111,0.3932543396949768,0.5317568182945251,0.7363778352737427,0.5914600491523743,0.49965500831604004,0.6380479335784912,0.6214560270309448
7,0.5945543981214926,0.6507834771707413,0.6025058166547255,0.6513406715609811,0.708333432674408,0.6921029686927795,0.7052947282791138,0.6947565674781799,0.42451760172843933,0.5396535992622375,0.5803183317184448,0.6203278303146362,0.5208333730697632,0.5987024903297424,0.5427230596542358,0.8203752636909485,0.8224930167198181,0.8130865693092346,0.8203089833259583,0.3872910141944885,0.5279501080513,0.7086919546127319,0.5639773011207581,0.46278443932533264,0.6312862038612366,0.6065025329589844
8,0.5981721665869258,0.6619386159004537,0.6092150807380676,0.6663584438237277,0.700079619884491,0.6920031309127808,0.6823925375938416,0.6991453170776367,0.42105263471603394,0.5571616291999817,0.6892779469490051,0.5801928043365479,0.5334773063659668,0.5875096321105957,0.5590733289718628,0.8206220865249634,0.8361218571662903,0.8096085786819458,0.8321430683135986,0.39919313788414,0.5461341738700867,0.7372403144836426,0.5813434720039368,0.49966439604759216,0.6442380547523499,0.6236337423324585
9,0.6122824992677639,0.6923966115308109,0.6058219942179593,0.6633799374103546,0.6793025135993958,0.691588819026947,0.6592885255813599,0.6878868341445923,0.40746748447418213,0.5519896745681763,0.6899611353874207,0.6218211650848389,0.5359749794006348,0.5757978558540344,0.5629629492759705,0.8117024302482605,0.816711962223053,0.8092796206474304,0.8142535090446472,0.4066799283027649,0.5457863211631775,0.7388384342193604,0.584354043006897,0.4887550175189972,0.6600463390350342,0.6207717061042786
10,0.5781116238646814,0.679307413796524,0.60529963536696,0.657108412547545,0.6677824258804321,0.6881188154220581,0.6625332236289978,0.6865149140357971,0.4185248613357544,0.5627266764640808,0.6883885860443115,0.6077170372009277,0.5368852019309998,0.5815384387969971,0.5575658082962036,0.7921910881996155,0.8213328123092651,0.7892169952392578,0.819880485534668,0.41944530606269836,0.5360473990440369,0.7422175407409668,0.5750919580459595,0.48253965377807617,0.6406822204589844,0.6095470786094666
11,0.552820852128268,0.6576171919156899,0.6066584885120392,0.661092915318229,0.6678932309150696,0.7006802558898926,0.6660000085830688,0.6950998306274414,0.4397905766963959,0.5477911829948425,0.6679292917251587,0.6286149621009827,0.5539568066596985,0.5531062483787537,0.5523809790611267,0.7968243956565857,0.8259574770927429,0.7920001149177551,0.825840950012207,0.3979076147079468,0.5397577285766602,0.749563992023468,0.5928898453712463,0.5135192275047302,0.6147315502166748,0.6230291724205017
12,0.5485267253862542,0.6710560412845623,0.6033132970333099,0.6530267108570446,0.6899418234825134,0.6936508417129517,0.6813380718231201,0.6819671392440796,0.41487279534339905,0.5411222577095032,0.6465787887573242,0.6207407712936401,0.5441176295280457,0.5809769034385681,0.5411392450332642,0.8129327893257141,0.8239247798919678,0.8062904477119446,0.821919858455658,0.3852742314338684,0.5238040685653687,0.7308297157287598,0.5660095810890198,0.48462939262390137,0.6207887530326843,0.6068902015686035
13,0.5570192589719684,0.6838633598725049,0.6054399555379694,0.657275530424985,0.689430832862854,0.6834951639175415,0.6689714789390564,0.6940452456474304,0.44720494747161865,0.5431426763534546,0.6178747415542603,0.6224899888038635,0.540970504283905,0.5941123962402344,0.5581015348434448,0.8064607381820679,0.8052407503128052,0.8016198873519897,0.7990628480911255,0.39207297563552856,0.5334913730621338,0.7357878088951111,0.5766500234603882,0.5115236639976501,0.6513786911964417,0.6167420744895935
14,0.5185368632022974,0.6893320141681618,0.6076660400087183,0.6477292261340402,0.6890034079551697,0.6891775131225586,0.6798205971717834,0.6879100203514099,0.411075621843338,0.5434262752532959,0.6666666865348816,0.6158730387687683,0.5357502698898315,0.5889679789543152,0.5766550302505493,0.8065676689147949,0.8090085983276367,0.8023402094841003,0.8045299053192139,0.35879483819007874,0.5088369250297546,0.7243145108222961,0.5842298269271851,0.5053486227989197,0.6224376559257507,0.5986127257347107
15,0.5086376104667397,0.688800649691689,0.6061291017315604,0.6512996608560736,0.6831345558166504,0.668320894241333,0.6787989139556885,0.6797502040863037,0.4269889295101166,0.5576642155647278,0.672443687915802,0.6028310656547546,0.5547594428062439,0.6009933948516846,0.5417348146438599,0.8051996827125549,0.8064157962799072,0.7988459467887878,0.8047055602073669,0.37829041481018066,0.5213267803192139,0.7361874580383301,0.5781761407852173,0.4981324076652527,0.6252668499946594,0.6117492318153381
16,0.509277550448729,0.6967877756380848,0.59763457829302,0.6429225964979692,0.6646433472633362,0.6976744532585144,0.6522088050842285,0.6960600018501282,0.39549437165260315,0.5351170301437378,0.6694661378860474,0.600152313709259,0.5321806073188782,0.5731601715087891,0.557823121547699,0.7990174889564514,0.81504225730896,0.7952584624290466,0.8146791458129883,0.3447088599205017,0.5268443822860718,0.7322827577590942,0.5632681250572205,0.478911817073822,0.5928391814231873,0.6092960834503174
17,0.5008179205982211,0.7194819843919609,0.6000703871250153,0.6465223323215138,0.6622137427330017,0.6890299320220947,0.6592292189598083,0.6954851150512695,0.4265279471874237,0.5230480432510376,0.6567164063453674,0.6341463327407837,0.5378151535987854,0.5863679051399231,0.5301944613456726,0.7860848307609558,0.8108086585998535,0.7814265489578247,0.8101552128791809,0.3662758767604828,0.5289918780326843,0.7386969327926636,0.5785510540008545,0.48702672123908997,0.6347127556800842,0.5890151858329773
18,0.5620546324096812,0.7908092546520359,0.5740881020372565,0.6493415886705572,0.6475644707679749,0.6716086268424988,0.6379441022872925,0.6614296436309814,0.39880505204200745,0.5380530953407288,0.6856287717819214,0.500523567199707,0.4604715406894684,0.5653897523880005,0.5475504994392395,0.7775124311447144,0.8099334836006165,0.7770428657531738,0.8070924878120422,0.4042261838912964,0.5236771106719971,0.7318152189254761,0.5682248473167419,0.4805169701576233,0.6469001173973083,0.6158157587051392
19,0.48482993777373146,0.7640871804160522,0.5736666592684659,0.6289454779841683,0.6556521654129028,0.6810990571975708,0.6423903107643127,0.6754850149154663,0.3427800238132477,0.498561829328537,0.6116374135017395,0.6037492156028748,0.5094937086105347,0.558575451374054,0.5309090614318848,0.7780028581619263,0.8078791499137878,0.7723352313041687,0.8034971356391907,0.3234500288963318,0.5134416222572327,0.7195714712142944,0.5504993796348572,0.4604398310184479,0.5947033166885376,0.5945802330970764
20,0.4592018347867483,0.7395992560409597,0.594654608856548,0.6389095945791765,0.6461011171340942,0.6742485761642456,0.6377879977226257,0.681184709072113,0.41320550441741943,0.5493826866149902,0.6734816431999207,0.6066879034042358,0.5476865172386169,0.5727190375328064,0.5387150049209595,0.7756620049476624,0.8002517223358154,0.7672305703163147,0.8048334121704102,0.3453395664691925,0.522382915019989,0.7296546697616577,0.5837095975875854,0.497102826833725,0.606364369392395,0.5954738855361938
21,0.4497988372951549,0.7568857242597992,0.596002993258563,0.6394080953164534,0.6584991812705994,0.6894688606262207,0.6481633186340332,0.698863685131073,0.3774765431880951,0.5351123809814453,0.6715084314346313,0.5805892944335938,0.550499439239502,0.5848374962806702,0.5610142946243286,0.7937064170837402,0.8097487688064575,0.7868335843086243,0.8090335130691528,0.30572816729545593,0.5159845948219299,0.7263415455818176,0.5762618184089661,0.49099060893058777,0.6258440017700195,0.5930160284042358
22,0.45661712006424393,0.777665038999132,0.5896622809496793,0.6368420720100403,0.6328927874565125,0.6752136945724487,0.6395534873008728,0.6666666865348816,0.4121621251106262,0.5404602289199829,0.6820224523544312,0.591549277305603,0.5317018628120422,0.5693536996841431,0.544708788394928,0.7851153612136841,0.7961344122886658,0.7767418026924133,0.7951549291610718,0.37342849373817444,0.5208199620246887,0.7246986031532288,0.5548143982887268,0.46373793482780457,0.6234243512153625,0.5911925435066223
23,0.442870626805134,0.827560204271086,0.5830215893008492,0.6279851956800981,0.6730400919914246,0.6752475500106812,0.665989875793457,0.6854754686355591,0.38287150859832764,0.49778565764427185,0.6249192357063293,0.5891364812850952,0.5435406565666199,0.6080272793769836,0.46720367670059204,0.7883992195129395,0.7889068722724915,0.7837095260620117,0.7892367839813232,0.3488749563694,0.5001768469810486,0.7057831883430481,0.5494535565376282,0.48143765330314636,0.6199383735656738,0.5519201755523682
24,0.42647742321888366,0.7952321877840837,0.5849496315826069,0.6342962086200714,0.6460807919502258,0.651087760925293,0.6377550959587097,0.6484641432762146,0.42934784293174744,0.5368098616600037,0.6662864089012146,0.5763589143753052,0.5275675654411316,0.5755860805511475,0.5391014814376831,0.7795588970184326,0.7902748584747314,0.7715291380882263,0.791327714920044,0.384924054145813,0.5067474246025085,0.7198813557624817,0.5699021220207214,0.4829404056072235,0.6296712756156921,0.5505010485649109
25,0.4045661994476169,0.8081197912837824,0.5859635743227872,0.6329046894203533,0.6565977334976196,0.663886547088623,0.6404109597206116,0.671999990940094,0.39726024866104126,0.5253730416297913,0.6704416275024414,0.576449990272522,0.5368536710739136,0.5628643035888672,0.5434612035751343,0.7839667201042175,0.7865344882011414,0.7767120599746704,0.7872535586357117,0.3612267076969147,0.5018808841705322,0.7244539856910706,0.5733525156974792,0.49557721614837646,0.5944341421127319,0.57655930519104
26,0.3845115616353104,0.8407476093850792,0.572225345806642,0.6242828477512706,0.6523407697677612,0.6672428846359253,0.6558219194412231,0.6784059405326843,0.30683401226997375,0.5126050710678101,0.6476306319236755,0.5770097970962524,0.49706459045410156,0.5539305210113525,0.5455926656723022,0.7925061583518982,0.7947748303413391,0.7867312431335449,0.7961704730987549,0.26746290922164917,0.5039923787117004,0.7203934788703918,0.5489106774330139,0.45314764976501465,0.5964386463165283,0.6065828800201416
27,0.38330145795805515,0.8670694828391864,0.5792217010801489,0.6207126920873468,0.6533448696136475,0.6584158539772034,0.6450416445732117,0.6602451801300049,0.38487210869789124,0.5377558469772339,0.6748603582382202,0.54331374168396,0.4893854856491089,0.5774410367012024,0.5467625856399536,0.765380322933197,0.7938209176063538,0.756218433380127,0.793875515460968,0.3326062858104706,0.499724805355072,0.7079710364341736,0.5581809282302856,0.4673740565776825,0.6074453592300415,0.5452419519424438
28,0.39420547015109264,0.9069761833869329,0.5669231035492637,0.6095234805887396,0.6214286088943481,0.6610941886901855,0.6204819083213806,0.6564516425132751,0.3570712208747864,0.5358166694641113,0.6550724506378174,0.5623959898948669,0.5010309219360352,0.5204336643218994,0.5448768734931946,0.7519639134407043,0.7986587882041931,0.7367916703224182,0.8022478222846985,0.2633925974369049,0.49827176332473755,0.7172731161117554,0.5601480007171631,0.45708248019218445,0.528535783290863,0.5903923511505127
29,0.35866901077782615,0.9028204735043676,0.5656038360162214,0.6105279380624945,0.6496289968490601,0.673076868057251,0.6437612771987915,0.667296826839447,0.30994153022766113,0.482421875,0.6233595609664917,0.5718432664871216,0.5113636255264282,0.5412667989730835,0.5476815700531006,0.7770873308181763,0.801180362701416,0.7674031257629395,0.7977597117424011,0.28046056628227234,0.49414974451065063,0.695127010345459,0.521858274936676,0.4347362220287323,0.576951265335083,0.5690937042236328
30,0.35371015298388053,0.895539162643545,0.581854600798,0.6259065703912214,0.6276422739028931,0.6420601010322571,0.6241258978843689,0.6513761878013611,0.3789730966091156,0.5448666214942932,0.6597306728363037,0.6044718623161316,0.5387596487998962,0.5756731629371643,0.5527210831642151,0.7789472341537476,0.7713488936424255,0.7704033851623535,0.7744989395141602,0.32910677790641785,0.5024169087409973,0.719856858253479,0.554295539855957,0.4751053750514984,0.6206222772598267,0.5883700847625732
31,0.34799150616306895,0.9015195117395324,0.5873905393210325,0.6200472577051683,0.6684587597846985,0.6718080043792725,0.6614173054695129,0.6721611618995667,0.38014528155326843,0.5349794030189514,0.6415094137191772,0.5824094414710999,0.5195797681808472,0.555555522441864,0.5732718706130981,0.7894717454910278,0.7868911027908325,0.7811908721923828,0.7814915180206299,0.30438825488090515,0.49284374713897705,0.701649010181427,0.5466712117195129,0.4495053291320801,0.5818488597869873,0.6045681834220886
32,0.34977185254848225,0.9378343626310219,0.579593764110045,0.6205310821533203,0.6418857574462891,0.6705588102340698,0.6375373005867004,0.6726457476615906,0.3505975902080536,0.5136322975158691,0.6532846689224243,0.5999999642372131,0.5433070659637451,0.5462877750396729,0.5457944273948669,0.7642050981521606,0.8003119230270386,0.7575615048408508,0.8002142906188965,0.3152290880680084,0.49043652415275574,0.7163181304931641,0.5489513278007507,0.46910524368286133,0.5731428861618042,0.5903658866882324
33,0.33367059584561415,0.9781480860581114,0.5606707226146351,0.6108750348741357,0.6392914056777954,0.6386946439743042,0.6311264038085938,0.6407439112663269,0.2778626084327698,0.5455811023712158,0.6685113310813904,0.5465517640113831,0.51189124584198,0.5393457412719727,0.5277777910232544,0.7792227864265442,0.7760538458824158,0.7734524011611938,0.7809244990348816,0.2595953047275543,0.4996940791606903,0.7113354206085205,0.542548656463623,0.4651089608669281,0.5682142376899719,0.5634751915931702
34,0.33137580802551037,0.9742647124498061,0.5704627307978544,0.6156907677650452,0.6384419798851013,0.6801470518112183,0.6170799136161804,0.6825870871543884,0.28235292434692383,0.5078260898590088,0.6613885760307312,0.6006051301956177,0.5329566597938538,0.5283018946647644,0.5434027314186096,0.7631480693817139,0.7915686964988708,0.7523094415664673,0.7898222208023071,0.2858879864215851,0.4941944479942322,0.7229561805725098,0.553745687007904,0.46518245339393616,0.5690326690673828,0.5847505927085876
