# model_name=layerwise_exchange_client_2
# seed=0
# started_at=20260422-110202
epoch,train_loss,val_loss,val_macro_minF1,val_macro_pr_auc,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1,val_deg-in_pr_auc,val_deg-out_pr_auc,val_fan-in_pr_auc,val_fan-out_pr_auc,val_C2_pr_auc,val_C3_pr_auc,val_C4_pr_auc,val_C5_pr_auc,val_C6_pr_auc,val_S-G_pr_auc,val_B-C_pr_auc
1,0.832130366974615,0.8437801572038406,0.1866987401788885,0.6948628696528348,0.5439709424972534,0.0,0.5074349045753479,0.0,0.0,0.0,0.0,0.5074349045753479,0.0,0.0,0.4948453903198242,0.9077458381652832,0.9871823191642761,0.9810143113136292,0.972383439540863,0.37374967336654663,0.5557146668434143,0.6647894978523254,0.46572911739349365,0.36181265115737915,0.6840561032295227,0.6893139481544495
2,0.8321042966093088,0.8442631608819309,0.12833392078226263,0.6712232611396096,0.0,0.0,0.27760252356529236,0.0,0.0,0.0,0.6190885305404663,0.5074349045753479,0.0,0.0,0.007547169923782349,0.8972640037536621,0.87864750623703,0.9138182997703552,0.8850730657577515,0.29711151123046875,0.4094538688659668,0.6845453977584839,0.657138466835022,0.5545470118522644,0.598814070224762,0.607042670249939
3,0.6612038944623779,0.6757324991160876,0.6554077592763033,0.7240745723247528,0.9417989253997803,0.7092511057853699,0.968224287033081,0.6567164063453674,0.4310954213142395,0.4345678985118866,0.6866267323493958,0.5915178656578064,0.46666666865348816,0.6767485737800598,0.6462714672088623,1.0,0.9940979480743408,0.993889570236206,1.0,0.4414486885070801,0.585385799407959,0.6647399067878723,0.5538331866264343,0.37224647402763367,0.6835154294967651,0.6756632924079895
4,0.4360145088983418,0.4464849337545754,0.7409282976930792,0.7430649128827181,0.9830508232116699,0.9628318548202515,0.9767441749572754,0.9963099360466003,0.47855526208877563,0.599659264087677,0.675291121006012,0.6285713911056519,0.5098039507865906,0.6763110160827637,0.663082480430603,0.9999235272407532,0.999847412109375,0.9981887340545654,1.0,0.4662682116031647,0.5952364802360535,0.7039384245872498,0.6078128218650818,0.4304857552051544,0.6924577951431274,0.6795548796653748
5,0.4122700321486956,0.42678621433591785,0.7435956949537451,0.7503840516914021,0.9898989796638489,0.9664903283119202,0.9715302586555481,0.9963099360466003,0.4723404347896576,0.603015124797821,0.6962962746620178,0.6339285969734192,0.5044404864311218,0.6786355376243591,0.6666666865348816,0.9999346137046814,1.0,0.9982672929763794,0.9999863505363464,0.48300114274024963,0.6058803796768188,0.7097387313842773,0.632249653339386,0.45215779542922974,0.6959044933319092,0.677104115486145
6,0.3991434120425578,0.414108554497454,0.7441421124068174,0.7586705169894479,0.9966555237770081,0.9683098793029785,0.9646643400192261,0.9944751262664795,0.4842105209827423,0.6095890998840332,0.6908150315284729,0.6320611238479614,0.5054545998573303,0.6762074828147888,0.6631205081939697,0.9999889135360718,0.9998742341995239,0.9987637996673584,1.0,0.4682386517524719,0.6094575524330139,0.7308337092399597,0.6629256010055542,0.49607840180397034,0.7092583775520325,0.6699564456939697
7,0.39686590364651064,0.41311528521635166,0.7523903792554681,0.7663309438662096,0.9778534770011902,0.9737302660942078,0.9890908598899841,0.9963099360466003,0.483370304107666,0.6076388955116272,0.7226890325546265,0.6537889838218689,0.528896689414978,0.6762590408325195,0.6666666865348816,0.9999779462814331,0.9999060034751892,0.9989216923713684,1.0,0.4814262092113495,0.6052707433700562,0.740336537361145,0.6689876317977905,0.5272936224937439,0.7191962003707886,0.6883237957954407
8,0.3833226893804382,0.3991896724641546,0.763004178350622,0.7826389778744091,0.9881955981254578,0.9861591458320618,0.9784945845603943,0.9908257126808167,0.5086206793785095,0.6161790490150452,0.723192036151886,0.6780626773834229,0.5780142545700073,0.6786355376243591,0.6666666865348816,0.9999668002128601,0.9999883770942688,0.9987368583679199,1.0,0.5154663920402527,0.621735692024231,0.76237952709198,0.7186333537101746,0.6038275957107544,0.7090897560119629,0.6792044043540955
9,0.3774693983425685,0.3928768278875505,0.7650363662026145,0.8081765499981967,0.9778534770011902,0.9683098793029785,0.9855595827102661,1.0,0.50772625207901,0.6238858699798584,0.724465548992157,0.6856330037117004,0.5906040668487549,0.6823104619979858,0.6690518856048584,0.9999114274978638,0.9990963935852051,0.9997150301933289,1.0,0.5300665497779846,0.6383436918258667,0.8098853826522827,0.7832022309303284,0.7180019021034241,0.7206732034683228,0.6910462379455566
10,0.36544607444570604,0.38071774029791133,0.7754317684607073,0.815931645306674,0.9637305736541748,0.9756097793579102,0.994535505771637,0.9963099360466003,0.5310492515563965,0.6466666460037231,0.7331671118736267,0.7160121202468872,0.6296296715736389,0.6787659525871277,0.6642729043960571,0.9996657967567444,0.997715175151825,0.9998369216918945,1.0,0.552570104598999,0.6498175859451294,0.8215397000312805,0.7982818484306335,0.7443137764930725,0.7253084182739258,0.6861987709999084
11,0.3428569517876534,0.36056579632747215,0.7864134040745822,0.8261454105377197,1.0,0.9790940880775452,0.9802513122558594,0.9981515407562256,0.5301204919815063,0.6785714626312256,0.7331536412239075,0.7260274291038513,0.6870896816253662,0.6772486567497253,0.6608391404151917,1.0,0.9981252551078796,0.9998916387557983,1.0,0.543948769569397,0.6830803751945496,0.8380227088928223,0.8289400339126587,0.7891916632652283,0.7180353403091431,0.6883637309074402
12,0.3344163940059519,0.3549278625292915,0.7914374470710754,0.8353710824793036,0.9864864945411682,0.9790940880775452,0.9909256100654602,0.9981515407562256,0.5654008388519287,0.6873156428337097,0.7350426316261292,0.7279279828071594,0.6974596381187439,0.6771378517150879,0.6608695983886719,1.0,0.9974525570869446,0.99996018409729,1.0,0.5737502574920654,0.7084329128265381,0.8506165742874146,0.8364459872245789,0.815838634967804,0.7178303003311157,0.6887544989585876
13,0.3286253394426141,0.34977482116385683,0.796538770198822,0.8337351246313616,0.9864864945411682,0.9826388955116272,0.9927272796630859,0.9944751262664795,0.6116070747375488,0.696319043636322,0.7382550239562988,0.7487521171569824,0.6876310110092163,0.6689895987510681,0.6540448069572449,0.9999227523803711,0.9998961091041565,0.9996017217636108,1.0,0.6244689226150513,0.7173675298690796,0.8366702198982239,0.8249937295913696,0.786233127117157,0.7088613510131836,0.6730709075927734
14,0.3212013268773472,0.3397874382334955,0.8002690185200084,0.8483032259074125,0.9983305335044861,0.9861591458320618,0.9749999642372131,0.9944751262664795,0.7259615659713745,0.684210479259491,0.7308192849159241,0.7133956551551819,0.658730149269104,0.6818980574607849,0.6539792418479919,1.0,0.9995445013046265,0.9997580647468567,1.0,0.7798669338226318,0.7134313583374023,0.8425620794296265,0.7995786070823669,0.792224109172821,0.7105531692504883,0.6938166618347168
