epoch,layer,remote_total,remote_served,coverage_pct,bytes_communicated_mb
1,0,19373,19318,99.7161,4.7163
1,1,19373,19318,99.7161,4.7163
1,2,19373,19318,99.7161,4.7163
1,3,19373,19318,99.7161,4.7163
1,4,19373,19318,99.7161,4.7163
1,5,19373,19318,99.7161,4.7163
1,total,116238,115908,99.7161,28.2979
2,0,19406,19390,99.9176,4.7339
2,1,19406,19390,99.9176,4.7339
2,2,19406,19390,99.9176,4.7339
2,3,19406,19390,99.9176,4.7339
2,4,19406,19390,99.9176,4.7339
2,5,19406,19390,99.9176,4.7339
2,total,116436,116340,99.9176,28.4033
3,0,19269,19176,99.5174,4.6816
3,1,19269,19176,99.5174,4.6816
3,2,19269,19176,99.5174,4.6816
3,3,19269,19176,99.5174,4.6816
3,4,19269,19176,99.5174,4.6816
3,5,19269,19176,99.5174,4.6816
3,total,115614,115056,99.5174,28.0898
4,0,19401,19375,99.8660,4.7302
4,1,19401,19375,99.8660,4.7302
4,2,19401,19375,99.8660,4.7302
4,3,19401,19375,99.8660,4.7302
4,4,19401,19375,99.8660,4.7302
4,5,19401,19375,99.8660,4.7302
4,total,116406,116250,99.8660,28.3813
5,0,19356,19311,99.7675,4.7146
5,1,19356,19311,99.7675,4.7146
5,2,19356,19311,99.7675,4.7146
5,3,19356,19311,99.7675,4.7146
5,4,19356,19311,99.7675,4.7146
5,5,19356,19311,99.7675,4.7146
5,total,116136,115866,99.7675,28.2876
6,0,19358,19319,99.7985,4.7166
6,1,19358,19319,99.7985,4.7166
6,2,19358,19319,99.7985,4.7166
6,3,19358,19319,99.7985,4.7166
6,4,19358,19319,99.7985,4.7166
6,5,19358,19319,99.7985,4.7166
6,total,116148,115914,99.7985,28.2993
7,0,19364,19328,99.8141,4.7188
7,1,19364,19328,99.8141,4.7188
7,2,19364,19328,99.8141,4.7188
7,3,19364,19328,99.8141,4.7188
7,4,19364,19328,99.8141,4.7188
7,5,19364,19328,99.8141,4.7188
7,total,116184,115968,99.8141,28.3125
8,0,19350,19293,99.7054,4.7102
8,1,19350,19293,99.7054,4.7102
8,2,19350,19293,99.7054,4.7102
8,3,19350,19293,99.7054,4.7102
8,4,19350,19293,99.7054,4.7102
8,5,19350,19293,99.7054,4.7102
8,total,116100,115758,99.7054,28.2612
9,0,19381,19337,99.7730,4.7209
9,1,19381,19337,99.7730,4.7209
9,2,19381,19337,99.7730,4.7209
9,3,19381,19337,99.7730,4.7209
9,4,19381,19337,99.7730,4.7209
9,5,19381,19337,99.7730,4.7209
9,total,116286,116022,99.7730,28.3257
10,0,19372,19343,99.8503,4.7224
10,1,19372,19343,99.8503,4.7224
10,2,19372,19343,99.8503,4.7224
10,3,19372,19343,99.8503,4.7224
10,4,19372,19343,99.8503,4.7224
10,5,19372,19343,99.8503,4.7224
10,total,116232,116058,99.8503,28.3345
11,0,19329,19275,99.7206,4.7058
11,1,19329,19275,99.7206,4.7058
11,2,19329,19275,99.7206,4.7058
11,3,19329,19275,99.7206,4.7058
11,4,19329,19275,99.7206,4.7058
11,5,19329,19275,99.7206,4.7058
11,total,115974,115650,99.7206,28.2349
12,0,19354,19302,99.7313,4.7124
12,1,19354,19302,99.7313,4.7124
12,2,19354,19302,99.7313,4.7124
12,3,19354,19302,99.7313,4.7124
12,4,19354,19302,99.7313,4.7124
12,5,19354,19302,99.7313,4.7124
12,total,116124,115812,99.7313,28.2744
13,0,19308,19251,99.7048,4.7000
13,1,19308,19251,99.7048,4.7000
13,2,19308,19251,99.7048,4.7000
13,3,19308,19251,99.7048,4.7000
13,4,19308,19251,99.7048,4.7000
13,5,19308,19251,99.7048,4.7000
13,total,115848,115506,99.7048,28.1997
14,0,19294,19230,99.6683,4.6948
14,1,19294,19230,99.6683,4.6948
14,2,19294,19230,99.6683,4.6948
14,3,19294,19230,99.6683,4.6948
14,4,19294,19230,99.6683,4.6948
14,5,19294,19230,99.6683,4.6948
14,total,115764,115380,99.6683,28.1689
15,0,19292,19215,99.6009,4.6912
15,1,19292,19215,99.6009,4.6912
15,2,19292,19215,99.6009,4.6912
15,3,19292,19215,99.6009,4.6912
15,4,19292,19215,99.6009,4.6912
15,5,19292,19215,99.6009,4.6912
15,total,115752,115290,99.6009,28.1470
16,0,19383,19340,99.7782,4.7217
16,1,19383,19340,99.7782,4.7217
16,2,19383,19340,99.7782,4.7217
16,3,19383,19340,99.7782,4.7217
16,4,19383,19340,99.7782,4.7217
16,5,19383,19340,99.7782,4.7217
16,total,116298,116040,99.7782,28.3301
17,0,19355,19302,99.7262,4.7124
17,1,19355,19302,99.7262,4.7124
17,2,19355,19302,99.7262,4.7124
17,3,19355,19302,99.7262,4.7124
17,4,19355,19302,99.7262,4.7124
17,5,19355,19302,99.7262,4.7124
17,total,116130,115812,99.7262,28.2744
18,0,19380,19342,99.8039,4.7222
18,1,19380,19342,99.8039,4.7222
18,2,19380,19342,99.8039,4.7222
18,3,19380,19342,99.8039,4.7222
18,4,19380,19342,99.8039,4.7222
18,5,19380,19342,99.8039,4.7222
18,total,116280,116052,99.8039,28.3330
19,0,19402,19375,99.8608,4.7302
19,1,19402,19375,99.8608,4.7302
19,2,19402,19375,99.8608,4.7302
19,3,19402,19375,99.8608,4.7302
19,4,19402,19375,99.8608,4.7302
19,5,19402,19375,99.8608,4.7302
19,total,116412,116250,99.8608,28.3813
20,0,19410,19376,99.8248,4.7305
20,1,19410,19376,99.8248,4.7305
20,2,19410,19376,99.8248,4.7305
20,3,19410,19376,99.8248,4.7305
20,4,19410,19376,99.8248,4.7305
20,5,19410,19376,99.8248,4.7305
20,total,116460,116256,99.8248,28.3828
21,0,19331,19274,99.7051,4.7056
21,1,19331,19274,99.7051,4.7056
21,2,19331,19274,99.7051,4.7056
