client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,4126,820,3306,4686,4575
1,4197,820,3377,4769,4650
2,4150,819,3331,4745,4622
3,4260,819,3441,4847,4728
4,4158,819,3339,4623,4506
5,4329,819,3510,4970,4855
6,4272,819,3453,4905,4774
7,4155,819,3336,4612,4503
8,4200,819,3381,4840,4717
9,4259,819,3440,4941,4794
