client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,6491,1639,4852,9368,8793
1,6542,1639,4903,9269,8714
2,6529,1638,4891,9345,8819
3,6538,1638,4900,9211,8693
4,6548,1638,4910,9276,8767
