client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,827,827,0,2347,0
1,835,835,0,2384,0
2,837,837,0,2405,0
3,767,767,0,2163,0
4,835,835,0,2391,0
5,834,834,0,2426,0
6,832,832,0,2346,0
7,827,827,0,2419,0
8,832,832,0,2526,0
9,766,766,0,2204,0
