client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,801,801,0,1608,0
1,801,801,0,1331,0
2,832,832,0,1580,0
3,832,832,0,1435,0
4,832,832,0,1497,0
5,832,832,0,1415,0
6,831,831,0,1552,0
7,831,831,0,1431,0
8,800,800,0,1487,0
9,800,800,0,1534,0
