client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,547,547,0,56,0
1,547,547,0,56,0
2,546,546,0,62,0
3,546,546,0,49,0
4,546,546,0,65,0
5,546,546,0,58,0
6,546,546,0,44,0
7,546,546,0,55,0
8,546,546,0,58,0
9,546,546,0,43,0
10,546,546,0,51,0
11,546,546,0,41,0
12,546,546,0,59,0
13,546,546,0,45,0
14,546,546,0,49,0
