# model_name=layerwise_exchange_client_4
# seed=0
# started_at=20260406-160724
epoch,train_loss,val_loss,val_macro_minF1,val_macro_pr_auc,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1,val_deg-in_pr_auc,val_deg-out_pr_auc,val_fan-in_pr_auc,val_fan-out_pr_auc,val_C2_pr_auc,val_C3_pr_auc,val_C4_pr_auc,val_C5_pr_auc,val_C6_pr_auc,val_S-G_pr_auc,val_B-C_pr_auc
1,0.5425330546556735,0.5402872996827576,0.7258658002723347,0.7210388860919259,0.9557855725288391,0.9554949998855591,0.9980353116989136,0.9961977005004883,0.44883719086647034,0.5422679781913757,0.701973021030426,0.6105006337165833,0.4828113317489624,0.6441351771354675,0.6484848856925964,0.9776471853256226,0.9770880937576294,0.9999512434005737,0.9999678730964661,0.45202988386154175,0.5986973643302917,0.6913349628448486,0.5555184483528137,0.3632250130176544,0.666419506072998,0.6495481729507446
2,0.4689830033218159,0.463255782653949,0.7221014066175981,0.7550722387703982,0.859375,0.9057211875915527,0.910714328289032,0.9386667013168335,0.5025996565818787,0.5685697197914124,0.6863735318183899,0.6811352372169495,0.6095444560050964,0.6365688443183899,0.6438468098640442,0.9952825307846069,0.9902792572975159,1.0,0.9989842772483826,0.5106042623519897,0.6033006310462952,0.7507739663124084,0.6453468203544617,0.48728206753730774,0.653974175453186,0.6699666380882263
3,0.4086202862215977,0.3999249867500703,0.7632720849730752,0.7849998365749012,0.9606003761291504,0.970456600189209,1.0,1.0,0.6054644584655762,0.580589234828949,0.7262569069862366,0.6699646711349487,0.5774767398834229,0.64980548620224,0.6553784608840942,0.9950300455093384,0.9947242140769958,1.0,1.0,0.6604236960411072,0.6116440892219543,0.7585082054138184,0.685917317867279,0.5726220607757568,0.6878347992897034,0.6682937741279602
4,0.3846142584202336,0.3798776765176855,0.7513753934340044,0.8350321325388822,0.9453262686729431,0.9478499293327332,0.9902912974357605,0.9399999976158142,0.6625000238418579,0.5939788818359375,0.6263736486434937,0.6579177379608154,0.6203704476356506,0.647955060005188,0.6325660347938538,0.9940190315246582,0.983954906463623,1.0,0.9989427328109741,0.993181049823761,0.6226584911346436,0.7972960472106934,0.742508053779602,0.6963239312171936,0.6715543866157532,0.6849148273468018
5,0.3444489445172104,0.3353452628375562,0.7816579341888428,0.8501443537798795,0.9721706509590149,0.8375819325447083,0.9990205764770508,0.93451327085495,0.9111748337745667,0.6066718697547913,0.7089136838912964,0.6796610355377197,0.6682353615760803,0.6471630930900574,0.6331309676170349,0.9986767172813416,0.9989766478538513,1.0,0.9997250437736511,0.9921953082084656,0.6278364658355713,0.826428234577179,0.7838529944419861,0.7963798642158508,0.6682784557342529,0.6592381596565247
