client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,1122,544,578,2196,1195
1,1210,575,635,2332,1262
2,1292,542,750,2364,1461
3,1054,543,511,2169,1025
4,1201,544,657,2298,1228
5,1152,534,618,2225,1235
6,1145,544,601,2251,1236
7,1229,544,685,2342,1391
8,1302,544,758,2400,1498
9,1177,542,635,2219,1233
10,1193,544,649,2249,1288
11,1148,543,605,2303,1316
12,1176,541,635,2246,1259
13,1141,542,599,2308,1212
14,1172,541,631,2214,1241
