client_id,num_nodes_total,num_owned,num_ghost,num_edges,num_cross_edges
0,501,501,0,1496,0
1,501,501,0,1460,0
2,504,504,0,1429,0
3,500,500,0,1420,0
4,500,500,0,1463,0
5,500,500,0,1522,0
6,500,500,0,1454,0
7,500,500,0,1488,0
8,500,500,0,1502,0
9,610,610,0,1820,0
10,607,607,0,1764,0
11,607,607,0,1668,0
12,628,628,0,1914,0
13,616,616,0,1822,0
14,618,618,0,1803,0
